#idx, ts,vnf0(nfvi0),tpr,ncore,vnf1(nfvi0),tpr,ncore
497, 002715, 6514030, 82, 8, 10922600, 70, 4
498, 002716, 6146130, 100, 8, 11508500, 67, 4
499, 002717, 5924430, 82, 8, 11518800, 66, 4
500, 002718, 5856100, 100, 8, 11604000, 66, 4
501, 002719, 5694090, 100, 8, 11949600, 64, 4
502, 002720, 5636510, 100, 8, 11843100, 64, 4
503, 002722, 5249570, 100, 8, 12394800, 62, 4
504, 002723, 5033800, 100, 8, 12430700, 61, 4
505, 002724, 4896650, 100, 8, 12548500, 61, 4
506, 002725, 4488940, 100, 8, 12998300, 58, 4
507, 002726, 4272560, 100, 8, 13382300, 58, 4
508, 002727, 4146300, 89, 8, 9063980, 60, 4
509, 002728, 4080130, 100, 8, 6703300, 78, 4
510, 002729, 3893060, 100, 8, 6877370, 78, 4
511, 002730, 3849930, 100, 8, 6812650, 78, 4
512, 002731, 3676460, 88, 8, 6984480, 78, 4
513, 002732, 3553670, 88, 8, 13013400, 55, 4
514, 002733, 3527220, 87, 8, 14106100, 55, 4
515, 002734, 3259960, 86, 8, 10639900, 60, 4
516, 002735, 3259020, 100, 8, 7105580, 77, 4
517, 002736, 3080380, 86, 8, 7302230, 77, 4
518, 002737, 2962290, 86, 8, 7249730, 76, 4
519, 002738, 2994570, 89, 8, 7341520, 76, 4
520, 002740, 2961750, 89, 8, 7248510, 77, 4
521, 002741, 2961830, 100, 8, 7261100, 77, 4
522, 002742, 2995070, 89, 8, 7330480, 76, 4
523, 002743, 2995460, 88, 8, 10761600, 52, 4
524, 002744, 2962250, 100, 8, 14498000, 53, 4
525, 002745, 2994750, 100, 8, 14637700, 53, 4
526, 002746, 2962360, 100, 8, 14498000, 53, 4
527, 002747, 2962000, 85, 8, 14477400, 53, 4
528, 002748, 2995460, 100, 8, 14660200, 53, 4
529, 002749, 2962410, 100, 8, 14478600, 53, 4
530, 002750, 2994790, 100, 8, 14656700, 53, 4
531, 002751, 2962610, 100, 8, 14480300, 53, 4
532, 002752, 2995460, 89, 8, 14660700, 53, 4
533, 002753, 3021380, 87, 8, 14419300, 53, 4
534, 002754, 3259790, 88, 8, 14208500, 54, 4
535, 002755, 3295600, 100, 8, 14345400, 54, 4
536, 002756, 3464460, 100, 8, 13988500, 54, 4
537, 002758, 3594810, 100, 8, 14035200, 55, 4
538, 002759, 3611770, 100, 8, 13840800, 55, 4
539, 002800, 3849990, 100, 8, 13580300, 56, 4
540, 002801, 4054680, 100, 8, 10717200, 59, 4
541, 002802, 4192360, 89, 8, 6745200, 79, 4
542, 002803, 4256380, 89, 8, 6602490, 79, 4
543, 002804, 4738430, 100, 8, 6364470, 80, 4
544, 002805, 4789500, 100, 8, 6422140, 80, 4
545, 002806, 4939010, 87, 8, 11046100, 61, 4
546, 002807, 5089630, 87, 8, 12553400, 61, 4
547, 002808, 5139530, 100, 8, 12321000, 62, 4
548, 002809, 5694300, 82, 8, 11949900, 64, 4
549, 002810, 5631300, 82, 8, 11832900, 64, 4
550, 002811, 6030340, 82, 8, 11419000, 66, 4
551, 002812, 6295280, 100, 8, 11373900, 68, 4
552, 002813, 6275540, 100, 8, 11180100, 68, 4
553, 002814, 6585980, 82, 8, 11056600, 70, 4
554, 002816, 6514560, 82, 8, 10923400, 70, 4
555, 002817, 6909760, 83, 8, 10546500, 72, 4
556, 002818, 7180860, 84, 8, 10452100, 73, 4
557, 002819, 7779670, 88, 8, 9864260, 78, 4
558, 002820, 7731410, 88, 8, 9815070, 78, 4
559, 002821, 8092860, 100, 8, 9361270, 81, 4
560, 002822, 8290080, 89, 8, 9175280, 83, 4
561, 002823, 8480460, 89, 8, 9171060, 84, 4
562, 002824, 8880080, 89, 8, 8583970, 89, 4
563, 002825, 8877540, 89, 8, 8572610, 89, 4
564, 002826, 9374820, 89, 8, 8287490, 100, 4
565, 002827, 9478080, 100, 8, 7983730, 95, 4
566, 002828, 9675330, 100, 8, 7989460, 96, 4
567, 002829, 10058400, 91, 8, 7390360, 98, 4
568, 002830, 10059500, 100, 8, 7397960, 98, 4
569, 002831, 10549400, 91, 8, 7088540, 98, 4
570, 002832, 10635900, 92, 8, 6812760, 98, 4
571, 002834, 10845500, 92, 8, 6791100, 97, 4
572, 002835, 11224400, 92, 8, 6219170, 100, 4
573, 002836, 11223100, 92, 8, 6213040, 97, 4
574, 002837, 11815400, 100, 8, 5624180, 96, 4
575, 002838, 11991700, 93, 8, 5649300, 96, 4
576, 002839, 12111400, 93, 8, 5328830, 95, 4
577, 002840, 12109800, 100, 8, 5333620, 95, 4
578, 002841, 12618100, 100, 8, 5005800, 95, 4
579, 002842, 12688300, 94, 8, 4741840, 95, 4
580, 002843, 12873400, 100, 8, 4746270, 95, 4
581, 002844, 12998800, 95, 8, 4443460, 95, 4
582, 002845, 12995200, 100, 8, 4437400, 95, 4
583, 002846, 13514500, 95, 8, 4112850, 100, 4
584, 002847, 13583100, 95, 8, 3845890, 96, 4
585, 002848, 13774700, 95, 8, 3852950, 100, 4
586, 002849, 13871400, 96, 8, 3551630, 96, 4
587, 002850, 13874400, 96, 8, 3555710, 96, 4
588, 002852, 14226000, 96, 8, 3405540, 96, 4
589, 002853, 14183100, 96, 8, 3259640, 100, 4
590, 002854, 14345200, 96, 8, 3260530, 96, 4
591, 002855, 14184000, 96, 8, 3256960, 96, 4
592, 002856, 14527800, 96, 8, 3110370, 96, 4
593, 002857, 14476400, 96, 8, 2960110, 96, 4
594, 002858, 14474100, 96, 8, 2962810, 96, 4
595, 002859, 14637100, 96, 8, 2993430, 96, 4
596, 002900, 14476800, 96, 8, 2963030, 96, 4
597, 002901, 14634000, 96, 8, 2992700, 96, 4
598, 002902, 14475500, 96, 8, 2962940, 96, 4
599, 002903, 12922900, 96, 8, 2641410, 100, 4
600, 002904, 0, 100, 8, 0, 100, 4
601, 002905, 0, 100, 8, 0, 100, 4
602, 002906, 0, 100, 8, 0, 100, 4
603, 002907, 0, 100, 8, 0, 100, 4
604, 002908, 0, 100, 8, 0, 100, 4
605, 002910, 0, 100, 8, 0, 100, 4
606, 002911, 0, 100, 8, 0, 100, 4
607, 002912, 0, 100, 8, 0, 100, 4
608, 002913, 0, 100, 8, 0, 100, 4
609, 002914, 0, 100, 8, 0, 100, 4
610, 002915, 0, 100, 8, 0, 100, 4
611, 002916, 0, 100, 8, 0, 100, 4
612, 002917, 0, 100, 8, 0, 100, 4
613, 002918, 0, 100, 8, 0, 100, 4
614, 002919, 0, 100, 8, 0, 100, 4
615, 002920, 0, 100, 8, 0, 100, 4
616, 002921, 0, 100, 8, 0, 100, 4
617, 002922, 0, 100, 8, 0, 100, 4
618, 002923, 0, 100, 8, 0, 100, 4
619, 002924, 0, 100, 8, 0, 100, 4
620, 002925, 0, 100, 8, 0, 100, 4
621, 002927, 0, 100, 8, 0, 100, 4
622, 002928, 0, 100, 8, 0, 100, 4
623, 002929, 0, 100, 8, 0, 100, 4
624, 002930, 0, 100, 8, 0, 100, 4
625, 002931, 0, 100, 8, 0, 100, 4
626, 002932, 0, 100, 8, 0, 100, 4
627, 002933, 0, 100, 8, 0, 100, 4
628, 002934, 0, 100, 8, 0, 100, 4
629, 002935, 0, 100, 8, 0, 100, 4
630, 002936, 0, 100, 8, 0, 100, 4
631, 002937, 0, 100, 8, 0, 100, 4
632, 002938, 0, 100, 8, 0, 100, 4
633, 002939, 0, 100, 8, 0, 100, 4
634, 002940, 0, 100, 8, 0, 100, 4
635, 002941, 0, 100, 8, 0, 100, 4
636, 002942, 0, 100, 8, 0, 100, 4
637, 002943, 0, 100, 8, 0, 100, 4
638, 002945, 0, 100, 8, 0, 100, 4
639, 002946, 0, 100, 8, 0, 100, 4
640, 002947, 0, 100, 8, 0, 100, 4
641, 002948, 0, 100, 8, 0, 100, 4
642, 002949, 0, 100, 8, 0, 100, 4
643, 002950, 0, 100, 8, 0, 100, 4
644, 002951, 0, 100, 8, 0, 100, 4
645, 002952, 0, 100, 8, 0, 100, 4
646, 002953, 0, 100, 8, 0, 100, 4
647, 002954, 0, 100, 8, 0, 100, 4
648, 002955, 0, 100, 8, 0, 100, 4
649, 002956, 0, 100, 8, 0, 100, 4
650, 002957, 0, 100, 8, 0, 100, 4
651, 002958, 0, 100, 8, 0, 100, 4
652, 002959, 0, 100, 8, 0, 100, 4
653, 003000, 0, 100, 8, 0, 100, 4
654, 003001, 0, 100, 8, 0, 100, 4
655, 003003, 0, 100, 8, 0, 100, 4
656, 003004, 0, 100, 8, 0, 100, 4
657, 003005, 0, 100, 8, 0, 100, 4
658, 003006, 0, 100, 8, 0, 100, 4
659, 003007, 0, 100, 8, 0, 100, 4
660, 003008, 0, 100, 8, 0, 100, 4
661, 003009, 0, 100, 8, 0, 100, 4
662, 003010, 0, 100, 8, 0, 100, 4
