#idx, ts,vnf0(nfvi0),tpr,ncore,vnf1(nfvi0),tpr,ncore
181, 183638, 2394820, 94, 4, 16434400, 51, 4
182, 183640, 2389760, 95, 4, 16410000, 51, 4
183, 183641, 2357500, 96, 4, 16165200, 51, 4
184, 183642, 2838910, 97, 4, 15904200, 53, 4
185, 183643, 5926280, 96, 4, 11818600, 71, 4
186, 183644, 5992220, 96, 4, 11964500, 71, 4
187, 183645, 7395740, 98, 4, 9621880, 86, 4
188, 183646, 8294270, 98, 4, 8297150, 99, 4
189, 183647, 8806040, 96, 4, 8095870, 99, 4
190, 183648, 11824300, 83, 4, 5925900, 97, 4
191, 183649, 11828700, 82, 4, 5921860, 97, 4
192, 183650, 4650360, 83, 4, 2325730, 97, 4
